lab_id,n,PLD,length_mm,wet_wt_g,site_code.x,date,year,month,day,country,region,parent_site,reach,survey_lat,survey_long,temp_f,fishery_closure_start,fishery_closure_end,surveyDateJDays,ringFormation,embryo,fish_age,spawnDate
FRA_ORN_147,152,70,61,1.553,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,160,110
FRA_ORN_150,146,72.5,65,1.921,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,154,116
FRA_ORN_152,153,65.5,55,1.22,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,161,109
FRA_ORN_154,158,85,65,2.144,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,166,104
FRA_ORN_155,124.5,51,66,2.197,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,132.5,137.5
FRA_ORN_156,145.5,65.5,61,1.598,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,153.5,116.5
FRA_ORN_158,118.5,55,52,1.005,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,126.5,143.5
FRA_ORN_159,131,67,64,1.835,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,139,131
FRA_ORN_160,185.5,72,64,1.797,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,193.5,76.5
FRA_ORN_161,164.5,69.5,72,2.888,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,172.5,97.5
FRA_ORN_163,100,42.5,45,0.702,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,108,162
FRA_ORN_164,113.5,59,41,0.416,FRA_ORN,27/09/2021,2021,9,27,France,NA,Orne,NA,49.3219684,-0.2331326,NA,01/02/2021,01/04/2021,270,2,6,121.5,148.5
FRA_SEV_129,190.5,61.5,120,13.24,FRA_SEV,13/11/2021,2021,11,13,France,NA,Sevre,NA,46.238914,-1.227211,NA,01/02/2021,01/04/2021,317,2,6,198.5,118.5
FRA_SEV_130,189.5,66,122,14.255,FRA_SEV,13/11/2021,2021,11,13,France,NA,Sevre,NA,46.238914,-1.227211,NA,01/02/2021,01/04/2021,317,2,6,197.5,119.5
FRA_SEV_131,180,66.5,122,14.956,FRA_SEV,13/11/2021,2021,11,13,France,NA,Sevre,NA,46.238914,-1.227211,NA,01/02/2021,01/04/2021,317,2,6,188,129
FRA_SEV_132,172,63,137,19.99,FRA_SEV,13/11/2021,2021,11,13,France,NA,Sevre,NA,46.238914,-1.227211,NA,01/02/2021,01/04/2021,317,2,6,180,137
FRA_SEV_133,175.5,61.5,135,19.861,FRA_SEV,13/11/2021,2021,11,13,France,NA,Sevre,NA,46.238914,-1.227211,NA,01/02/2021,01/04/2021,317,2,6,183.5,133.5
FRA_SEV_134,218.5,75,131,18.813,FRA_SEV,13/11/2021,2021,11,13,France,NA,Sevre,NA,46.238914,-1.227211,NA,01/02/2021,01/04/2021,317,2,6,226.5,90.5
FRA_SEV_135,179.5,71,119,13.341,FRA_SEV,13/11/2021,2021,11,13,France,NA,Sevre,NA,46.238914,-1.227211,NA,01/02/2021,01/04/2021,317,2,6,187.5,129.5
FRA_SEV_136,208,61.5,150,28.977,FRA_SEV,13/11/2021,2021,11,13,France,NA,Sevre,NA,46.238914,-1.227211,NA,01/02/2021,01/04/2021,317,2,6,216,101
FRA_SEV_137,183,63.5,135,19.636,FRA_SEV,13/11/2021,2021,11,13,France,NA,Sevre,NA,46.238914,-1.227211,NA,01/02/2021,01/04/2021,317,2,6,191,126
FRA_SEV_138,164,62.5,144,23.172,FRA_SEV,13/11/2021,2021,11,13,France,NA,Sevre,NA,46.238914,-1.227211,NA,01/02/2021,01/04/2021,317,2,6,172,145
FRA_SEV_140,219,80.5,136,22.36,FRA_SEV,13/11/2021,2021,11,13,France,NA,Sevre,NA,46.238914,-1.227211,NA,01/02/2021,01/04/2021,317,2,6,227,90
FRA_SEV_141,175,67.5,109,10.38,FRA_SEV,13/11/2021,2021,11,13,France,NA,Sevre,NA,46.238914,-1.227211,NA,01/02/2021,01/04/2021,317,2,6,183,134
FRA_SEV_142,153,51.5,140,22.481,FRA_SEV,13/11/2021,2021,11,13,France,NA,Sevre,NA,46.238914,-1.227211,NA,01/02/2021,01/04/2021,317,2,6,161,156
FRA_SEV_143,126,42.5,98,7.316,FRA_SEV,13/11/2021,2021,11,13,France,NA,Sevre,NA,46.238914,-1.227211,NA,01/02/2021,01/04/2021,317,2,6,134,183
FRA_SEV_144,180,74,134,18.24,FRA_SEV,13/11/2021,2021,11,13,France,NA,Sevre,NA,46.238914,-1.227211,NA,01/02/2021,01/04/2021,317,2,6,188,129
FRA_SEV_145,169,59,127,17.376,FRA_SEV,13/11/2021,2021,11,13,France,NA,Sevre,NA,46.238914,-1.227211,NA,01/02/2021,01/04/2021,317,2,6,177,140
FRA_SOM_168,150,74.5,80,3.851,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,158,107
FRA_SOM_169,167.5,84,92,5.95,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,175.5,89.5
FRA_SOM_170,139,69.5,80,3.973,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,147,118
FRA_SOM_171,149,83,79,3.642,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,157,108
FRA_SOM_172,107,59,66,1.976,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,115,150
FRA_SOM_173,135,68.5,75,3.24,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,143,122
FRA_SOM_174,136.5,76.5,78,3.403,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,144.5,120.5
FRA_SOM_175,163.5,91.5,85,4.423,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,171.5,93.5
FRA_SOM_176,135.5,50,72,2.697,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,143.5,121.5
FRA_SOM_177,167,76,103,8.164,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,175,90
FRA_SOM_178,150,88.5,80,3.623,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,158,107
FRA_SOM_182,111.5,55,71,2.214,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,119.5,145.5
FRA_SOM_183,145,71.5,71,2.646,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,153,112
FRA_SOM_184,146.5,63.5,87,4.961,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,154.5,110.5
FRA_SOM_185,125,57.5,79,3.646,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,133,132
FRA_SOM_187,109.5,46,76,3.609,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,117.5,147.5
FRA_SOM_188,113,42.5,81,4.074,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,121,144
FRA_SOM_189,128.5,63.5,69,2.33,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,136.5,128.5
FRA_SOM_190,89,36,60,1.403,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,97,168
FRA_SOM_191,115.5,50.5,72,2.758,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,123.5,141.5
FRA_SOM_192,119,53.5,75,2.887,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,127,138
FRA_SOM_194,153.5,76,79,3.467,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,161.5,103.5
FRA_SOM_195,110,41,70,2.394,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,118,147
FRA_SOM_196,170,97,73,2.99,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,178,87
FRA_SOM_197,177,96,70,2.694,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,185,80
FRA_SOM_199,129,61,75,2.963,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,137,128
FRA_SOM_201,164,94,79,3.427,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,172,93
FRA_SOM_202,116.5,61,75,3.035,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,124.5,140.5
FRA_SOM_203,109.5,52,64,1.821,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,117.5,147.5
FRA_SOM_204,137.5,72,70,2.705,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,145.5,119.5
FRA_SOM_205,132,75.5,65,2.103,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,140,125
FRA_SOM_207,107.5,57.5,55,1.242,FRA_SOM,22/09/2021,2021,9,22,France,NA,Somme,NA,50.251795,1.484957,NA,01/02/2021,01/04/2021,265,2,6,115.5,149.5
FRA_VEY_140,149.5,56,86,5.108,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,157.5,100.5
FRA_VEY_141,172.5,79.5,85,3.947,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,180.5,77.5
FRA_VEY_142,164,85.5,77,3.018,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,172,86
FRA_VEY_144,138.5,63.5,77,3.382,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,146.5,111.5
FRA_VEY_145,185,75,80,4.001,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,193,65
FRA_VEY_146,181,81,93,6.315,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,189,69
FRA_VEY_149,144.5,71,79,3.511,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,152.5,105.5
FRA_VEY_150,182,85,81,4.105,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,190,68
FRA_VEY_152,152.5,72.5,94,6.451,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,160.5,97.5
FRA_VEY_153,156,77.5,71,2.642,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,164,94
FRA_VEY_155,161.5,79.5,74,2.978,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,169.5,88.5
FRA_VEY_156,164.5,88,71,2.63,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,172.5,85.5
FRA_VEY_157,116.5,68.5,68,2.31,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,124.5,133.5
FRA_VEY_159,146.5,81,71,2.637,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,154.5,103.5
FRA_VEY_160,145.5,80,74,2.941,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,153.5,104.5
FRA_VEY_161,186,97,74,3.369,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,194,64
FRA_VEY_162,169.5,94,62,1.85,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,177.5,80.5
FRA_VEY_163,139.5,79.5,71,3.205,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,147.5,110.5
FRA_VEY_165,153.5,79,77,3.485,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,161.5,96.5
FRA_VEY_166,155.5,89,72,2.701,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,163.5,94.5
FRA_VEY_167,145,84,70,2.56,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,153,105
FRA_VEY_168,140,78,78,3.318,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,148,110
FRA_VEY_169,156.5,80,77,3.312,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,164.5,93.5
FRA_VEY_170,159.5,76,81,4.894,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,167.5,90.5
FRA_VEY_172,148.5,80.5,71,2.503,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,156.5,101.5
FRA_VEY_173,137.5,77.5,65,1.741,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,145.5,112.5
FRA_VEY_174,152.5,79.5,59,1.395,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,160.5,97.5
FRA_VEY_175,131,72.5,58,1.219,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,139,119
FRA_VEY_176,134.5,75.5,61,1.649,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,142.5,115.5
FRA_VEY_177,160,91.5,68,2.356,FRA_VEY,15/09/2021,2021,9,15,France,NA,Veys bay,NA,49.40816,-1.11908,NA,01/02/2021,01/04/2021,258,2,6,168,90
CA_04_08_01,90,83,24.264,0.123,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,98,118
CA_04_08_03,97,88,31.547,0.288,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,105,111
CA_04_08_04,79,70,24.518,0.115,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,87,129
CA_04_08_05,76,74,26.865,0.159,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,84,132
CA_04_08_06,81,77,24.776,0.11,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,89,127
CA_04_08_07,102,92,28.957,0.231,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,110,106
CA_04_08_08,76,73,24.382,0.099,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,84,132
CA_04_08_10,68,76,22.664,0.065,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,76,140
CA_04_08_12,95,103,26.445,0.134,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,103,113
CA_04_08_13,74,82,23.268,0.089,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,82,134
CA_04_08_14,100,93,30.521,0.278,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,108,108
CA_04_08_16,83,82,26.988,0.18,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,91,125
CA_04_08_17,73,65,25.146,0.125,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,81,135
CA_04_08_19,74,66,22.701,0.091,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,82,134
CA_04_08_20,92,86,27.642,0.173,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,100,116
CA_04_08_21,74,82,20.102,0.035,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,82,134
CA_04_08_22,76,84,24.443,0.121,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,84,132
CA_04_08_23,80,75,23.269,0.082,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,88,128
CA_04_08_24,79,76,22.406,0.082,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,87,129
CA_04_08_25,80,88,20.444,0.043,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,88,128
CA_04_08_26,87,80,25.974,0.131,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,95,121
CA_04_08_27,74,67,18.775,0.034,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,82,134
CA_04_08_28,62,70,22.684,0.096,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,70,146
CA_04_08_29,104,112,29.844,0.242,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,112,104
CA_04_08_30,90,81,25.992,0.176,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,98,118
CA_04_08_32,80,70,29.964,0.286,CA,04/08/2021,2021,8,4,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,216,2,6,88,128
CA_08_07_01,94,102,20.677,0.0447,CA,08/07/2021,2021,7,8,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,189,2,6,102,87
CA_08_07_02,86,94,23.205,0.0844,CA,08/07/2021,2021,7,8,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,189,2,6,94,95
CA_08_07_04,76,84,22.146,0.0642,CA,08/07/2021,2021,7,8,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,189,2,6,84,105
CA_08_07_05,88,96,23.984,0.0972,CA,08/07/2021,2021,7,8,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,189,2,6,96,93
CA_08_07_06,63,71,20.164,0.0508,CA,08/07/2021,2021,7,8,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,189,2,6,71,118
CA_08_07_08,71,79,21.145,0.0542,CA,08/07/2021,2021,7,8,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,189,2,6,79,110
CA_08_07_09,66,74,20.299,0.0508,CA,08/07/2021,2021,7,8,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,189,2,6,74,115
CA_08_07_10,62,70,20.237,0.0429,CA,08/07/2021,2021,7,8,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,189,2,6,70,119
CA_08_07_11,56,64,20.728,0.0633,CA,08/07/2021,2021,7,8,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,189,2,6,64,125
CA_08_07_12,84,92,20.164,0.0483,CA,08/07/2021,2021,7,8,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,189,2,6,92,97
CA_08_07_14,88,96,20.981,0.0574,CA,08/07/2021,2021,7,8,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,189,2,6,96,93
CA_08_07_15,72,80,21.422,0.0779,CA,08/07/2021,2021,7,8,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,189,2,6,80,109
CA_08_07_16,86,94,18.234,0.0317,CA,08/07/2021,2021,7,8,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,189,2,6,94,95
CA_08_07_17,77,85,19.179,0.0379,CA,08/07/2021,2021,7,8,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,189,2,6,85,104
CA_08_09_01,112,120,46.608,0.965,CA,08/09/2021,2021,9,8,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,251,2,6,120,131
CA_10_08_01,90,78,35.68,0.489,CA,10/08/2021,2021,8,10,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,222,2,6,98,124
CA_10_08_02,83,76,30.706,0.307,CA,10/08/2021,2021,8,10,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,222,2,6,91,131
CA_10_08_03,80,72,30.884,0.324,CA,10/08/2021,2021,8,10,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,222,2,6,88,134
CA_10_08_04,81,68,36.969,0.515,CA,10/08/2021,2021,8,10,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,222,2,6,89,133
CA_10_08_05,88,81,27.804,0.289,CA,10/08/2021,2021,8,10,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,222,2,6,96,126
CA_10_08_08,78,86,26.442,0.199,CA,10/08/2021,2021,8,10,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,222,2,6,86,136
CA_23_07_01,64,72,19.5283,0.0486,CA,23/07/2021,2021,7,23,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,204,2,6,72,132
CA_23_07_04,66,74,24.1152,0.1393,CA,23/07/2021,2021,7,23,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,204,2,6,74,130
CA_23_07_05,86,85,30.998,0.2901,CA,23/07/2021,2021,7,23,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,204,2,6,94,110
CA_23_07_06,70,78,21.0624,0.0876,CA,23/07/2021,2021,7,23,Wales,N.Wales,Y Foryd,NA,53.105289,-4.311025,NA,01/02/2021,01/04/2021,204,2,6,78,126
